raw_name,importance
Perovskite_composition_a_ions_(PBA); MA,0.0015861418
HTL_additives_compounds_FK209; Li-TFSI; TBP,0.0015759588
HTL_deposition_aggregation_state_of_reactants_-1,0.001568947
Perovskite_composition_long_form_MAPb0.95Sr0.05I3,0.0015677701
Perovskite_composition_a_ions_coefficients_0.05; 0.8075; 0.1425,0.0015673348
Perovskite_band_gap_estimation_basis_EQE,0.0015654
Perovskite_additives_compounds_EDA,0.0015259424
HTL_deposition_thermal_annealing_atmosphere_-1,0.0014921562
Perovskite_additives_concentrations_4 mg/ml; 5.2 mg/ml,0.001471092
Perovskite_composition_a_ions_coefficients_0.0664; 0.666; 0.2668,0.0014491671
HTL_thickness_list_10,0.0014448346
Perovskite_additives_compounds_CH4N2S,0.0014395561
Perovskite_deposition_quenching_media_Triochloromethane,0.0014339176
Perovskite_composition_assumption_XRD,0.0014004669
Perovskite_composition_a_ions_(PEA); MA,0.0013550061
Perovskite_additives_concentrations_0.01,0.00134572
Perovskite_composition_a_ions_coefficients_0.7; 0.3,0.0013219682
Perovskite_composition_long_form_FA0.6MA0.4PbBr0.256I0.744,0.0012948547
Backcontact_thickness_list_-1,0.0012896251
HTL_stack_sequence_MoO3 | TPTPA,0.0012824404
Perovskite_additives_concentrations_0.03,0.0012778833
HTL_stack_sequence_Spiro-MeOTAD,0.0012641454
Perovskite_composition_a_ions_coefficients_2; 4,0.0012345924
Perovskite_deposition_quenching_media_volume,0.0012021897
Perovskite_composition_c_ions_coefficients_0.51; 2.49,0.0011896878
Perovskite_composition_a_ions_(PMA); FA,0.0011686038
Perovskite_composition_perovskite_ABC3_structure,0.0011601973
Perovskite_composition_short_form_CsPbI,0.0011584911
Perovskite_composition_c_ions_coefficients_0.15; 0.85,0.0011210582
Perovskite_deposition_thermal_annealing_temperature_300,0.0010887787
Backcontact_thickness_list_60,0.0010760305
Perovskite_composition_a_ions_coefficients_0.9; 0.1,0.0010680803
Perovskite_composition_a_ions_(TEA); MA,0.001029515
Perovskite_composition_long_form_MAPb0.9Sr0.1I3,0.0010229412
Perovskite_deposition_quenching_media_Ethyl acetate,0.0010144764
Perovskite_composition_long_form_MAPb0.9Sb0.1I3,0.0010127298
Perovskite_composition_long_form_Cs0.05FA0.79MA0.16PbBr0.51I2.49,0.0010122596
Perovskite_thickness_300,0.0010061446
Perovskite_composition_c_ions_coefficients_3,0.0010048973
Perovskite_thickness_650,0.0009892453
HTL_deposition_reaction_solutions_concentrations_-1,0.0009840602
Perovskite_deposition_substrate_temperature_50,0.0009783533
Perovskite_additives_concentrations_0.05,0.0009738
Perovskite_composition_short_form_MAPbBrI,0.0009564091
Backcontact_deposition_procedure_Evaporation,0.00095498865
Perovskite_thickness_-1,0.0009324276
Perovskite_deposition_thermal_annealing_time_30.0 >> 5.0,0.0009254604
Perovskite_composition_b_ions_Pb; Sr,0.0009251112
HTL_stack_sequence_P3HT,0.00092048256
Perovskite_composition_a_ions_coefficients_0.1; 0.75; 0.15,0.0009084255
"Perovskite_composition_a_ions_Cs; FA; MA, GA",0.0009025061
Perovskite_additives_concentrations_0.25,0.0008909996
Perovskite_composition_a_ions_coefficients_2; 59,0.00087323645
HTL_thickness_list_-1,0.00086723384
Perovskite_deposition_solvents_mixing_ratios_4; 1; 1.25,0.00085790025
Perovskite_composition_b_ions_coefficients_0.98,0.0008560263
Perovskite_composition_a_ions_coefficients_3; 7,0.00084830326
Perovskite_additives_concentrations_0.0002,0.0008452728
Encapsulation,0.000844256
Backcontact_thickness_list_150,0.0008405276
Perovskite_composition_a_ions_coefficients_0.17; 0.83,0.0008361037
Perovskite_thickness_520,0.0008332238
Perovskite_composition_long_form_FA0.83MA0.17PbBr0.51I2.49,0.000814027
Perovskite_additives_concentrations_0.08,0.0007973228
Perovskite_composition_a_ions_coefficients_0.133; 0.733; 0.133,0.00079118
Perovskite_deposition_solvents_DMF; DMSO >> IPA,0.00078357244
Perovskite_deposition_thermal_annealing_temperature_-1,0.00078202394
Perovskite_additives_concentrations_0.15,0.0007797707
Perovskite_deposition_solvents_mixing_ratios_1,0.0007705002
Perovskite_composition_a_ions_coefficients_1; 1; 3,0.0007695394
HTL_deposition_thermal_annealing_atmosphere_N2,0.0007685334
Perovskite_deposition_solvents_DMF,0.0007500419
Perovskite_thickness_500,0.00074069656
Perovskite_composition_none_stoichiometry_components_in_excess_-1,0.0007377699
HTL_additives_compounds_-1,0.00073685526
Perovskite_deposition_substrate_temperature_130,0.00073091505
Perovskite_additives_compounds_C6H8ClN,0.00070899783
Backcontact_deposition_synthesis_atmosphere_relative_humidity,0.0007004871
Perovskite_deposition_substrate_temperature_100,0.00068838237
Perovskite_band_gap_estimation_basis_Literature,0.0006879527
Perovskite_composition_a_ions_coefficients_2; 3,0.0006830422
ETL_deposition_thermal_annealing_time_20.0 | 20.0,0.00068218156
Perovskite_deposition_quenching_media_Toluene,0.00067114964
Perovskite_composition_c_ions_coefficients_0.3; 2.7,0.0006684194
Perovskite_deposition_thermal_annealing_temperature_80,0.0006595356
Perovskite_additives_compounds_Cl3Yb,0.000658508
"Perovskite_additives_compounds_C6H10ClNS,C2N2PbS2",0.0006523162
Perovskite_composition_c_ions_coefficients_1; 2,0.0006426903
Perovskite_composition_a_ions_coefficients_0.3; 0.6; 0.1,0.0006419267
HTL_deposition_reaction_solutions_compounds_supplier_Sigma Adrich; Sigma Adrich; Sigma Adrich,0.0006414949
Perovskite_deposition_thermal_annealing_temperature_150,0.00063855463
Perovskite_composition_a_ions_coefficients_0.26; 0.74,0.00062839116
Backcontact_thickness_list_100,0.0006279621
Perovskite_additives_compounds_HPbI3,0.0006252424
Perovskite_composition_a_ions_coefficients_0.05; 0.79; 0.16,0.00062356173
Perovskite_composition_a_ions_coefficients_0.3; 0.7,0.00061805337
Perovskite_dimension_3D_with_2D_capping_layer,0.0006116307
Perovskite_composition_none_stoichiometry_components_in_excess_Stoichiometric,0.0006045421
Perovskite_band_gap_estimation_basis_Composition,0.00060416193
Perovskite_composition_a_ions_FA; MA,0.00060410483
Perovskite_deposition_thermal_annealing_time_300,0.0005907286
Perovskite_composition_c_ions_coefficients_0.3; 0.7,0.0005789945
Perovskite_composition_a_ions_coefficients_0.23; 0.77,0.000577981
ETL_deposition_thermal_annealing_time_30,0.0005693381
Perovskite_composition_long_form_Cs0.2FA0.8PbBr0.6I2.4,0.00056138326
Perovskite_deposition_procedure_Spin-coating >> CBD,0.000553702
HTL_stack_sequence_NiO-c,0.00054866285
Perovskite_additives_concentrations_0.1,0.00054481335
Perovskite_dimension_list_of_layers_3,0.00053189957
Perovskite_additives_concentrations_4 mg/ml,0.0005318885
HTL_additives_compounds_Cu,0.00052154163
Perovskite_composition_a_ions_FA,0.0005192569
Perovskite_additives_compounds_BE2PbI4,0.00051809434
HTL_deposition_procedure_Spin-coating | Spin-coating,0.0005138909
HTL_stack_sequence_MPA,0.00050621177
Perovskite_composition_long_form_CsPbI3,0.0004985658
Perovskite_additives_compounds_C6H9NO,0.000497451
HTL_thickness_list_150,0.0004811048
Perovskite_deposition_solvents_mixing_ratios_1 >> 1,0.00047814669
Perovskite_additives_compounds_C2N2PbS2,0.00047600133
Perovskite_deposition_solvents_DMSO,0.00046531655
Perovskite_additives_compounds_AVAI,0.00046023654
Perovskite_additives_compounds_CH5ClN2,0.00045525617
Perovskite_additives_concentrations_3 mg/ml,0.00044135115
HTL_deposition_synthesis_atmosphere_N2,0.0004412373
Perovskite_deposition_solvents_supplier_Sigma Aldrich,0.00043976607
Perovskite_deposition_quenching_media_N2,0.00043768674
Perovskite_additives_compounds_n-butylammoniumbromide,0.00043473244
HTL_deposition_thermal_annealing_temperature_-1,0.00042925327
HTL_deposition_reaction_solutions_volumes_-1,0.00042612967
Perovskite_composition_a_ions_MA | FA,0.00042524535
HTL_deposition_procedure_-1,0.00042439438
Perovskite_deposition_thermal_annealing_atmosphere_-1,0.00042428746
Perovskite_composition_c_ions_coefficients_0.6; 2.4,0.0004152802
Perovskite_additives_concentrations_4 wt%,0.00041220066
Perovskite_composition_a_ions_coefficients_0.1; 0.9,0.0004090102
HTL_stack_sequence_NiO-np | PAS,0.00040717536
Perovskite_additives_compounds_MAI,0.00039686792
Perovskite_additives_concentrations_12 wt%,0.00039027253
Encapsulation_stack_sequence_-1,0.00037514945
Perovskite_composition_b_ions_coefficients_0.9; 0.1,0.0003693024
Perovskite_dimension_3D,0.00036436418
Perovskite_deposition_reaction_solutions_compounds_CsI; FAI; MAI; PbBr2; PbI2,0.00036325245
Perovskite_composition_a_ions_coefficients_0.8; 0.2,0.000356684
Perovskite_deposition_thermal_annealing_temperature_70.0 >> 135.0,0.00035175824
Perovskite_additives_concentrations_0.12,0.0003483666
Perovskite_additives_compounds_CH6N3+,0.00034080478
Perovskite_composition_a_ions_coefficients_0.79; 0.16; 0.1,0.00034030288
Perovskite_composition_a_ions_coefficients_0.1; 0.2; 0.7,0.00033658612
Perovskite_band_gap_estimation_basis_Absorption Tauc-plot,0.00033422807
Perovskite_composition_b_ions_coefficients_0.95; 0.05,0.00033304072
Perovskite_thickness_400,0.00033286182
ETL_deposition_thermal_annealing_time_-1,0.00032496496
Perovskite_additives_concentrations_0.19,0.00032464537
Perovskite_additives_compounds_PEAI,0.00032128548
Perovskite_deposition_thermal_annealing_time_2,0.00031763202
Perovskite_composition_a_ions_Cs; FA; MA; Rb,0.00031681958
Perovskite_additives_concentrations_0.2,0.00031664778
Perovskite_additives_concentrations_0.21,0.00031579664
ETL_deposition_thermal_annealing_atmosphere_-1,0.0003122649
Perovskite_composition_a_ions_Cs; FA; GA,0.00030979092
Perovskite_composition_long_form_FA0.83MA0.17PbBr0.50I2.50,0.00030915774
Perovskite_composition_a_ions_coefficients_2; 79,0.00030470846
Perovskite_additives_compounds_DETAI3,0.0003046066
Perovskite_composition_short_form_CsFAPbBrI,0.00029960676
Perovskite_deposition_solvents_mixing_ratios_4; 1 >> 1,0.00029294353
Perovskite_composition_long_form_Cs0.0664FA0.8668MA0.0664PbBr0.256I0.744,0.0002912421
HTL_stack_sequence_2PACz,0.00029052704
Perovskite_composition_long_form_Cs0.2FA0.8PbBr0.095I0.905,0.00028616926
Perovskite_additives_concentrations_2 mg/ml; 5.2 mg/ml,0.0002821527
Perovskite_composition_a_ions_coefficients_0.04; 0.80; 0.16,0.00028207005
Perovskite_composition_long_form_Cs0.15FA0.85PbBr0.9I2.1,0.0002812902
Perovskite_additives_compounds_C2H12N2O4S,0.0002795578
HTL_deposition_solvents_mixing_ratios_1,0.00027684096
Perovskite_additives_concentrations_0.025,0.0002735955
Perovskite_deposition_solvents_mixing_ratios_9; 1,0.00027304929
Perovskite_additives_compounds_RbI,0.00027077948
"Perovskite_additives_compounds_C6H10ClNS,Pb(SCN)2",0.0002686079
Perovskite_additives_concentrations_4 vol%,0.0002634544
Perovskite_deposition_thermal_annealing_temperature_100 >> 100,0.00026145726
Perovskite_composition_a_ions_coefficients_x; 0.15; 0.64; 0.2,0.00025744745
Perovskite_deposition_solvent_annealing,0.00025336625
HTL_deposition_thermal_annealing_time_-1,0.00025015877
Perovskite_deposition_thermal_annealing_temperature_60,0.0002475696
Perovskite_composition_a_ions_coefficients_0.2; 0.8,0.0002450303
Perovskite_composition_a_ions_coefficients_1.5; 0.5; 3,0.00023848498
HTL_stack_sequence_NiO-np,0.00023678782
Perovskite_deposition_procedure_Slot-die coating,0.00023476627
Perovskite_deposition_aggregation_state_of_reactants_Liquid >> Liquid,0.0002311271
Perovskite_composition_a_ions_coefficients_2; 8,0.0002306244
Perovskite_deposition_reaction_solutions_volumes_-1,0.00022903991
Perovskite_additives_concentrations_2 mg/ml,0.00022901714
Perovskite_additives_concentrations_0.0005,0.00022343251
Backcontact_stack_sequence_Cu,0.00022306266
Perovskite_composition_b_ions_coefficients_0.92; 0.08,0.00022267572
Perovskite_additives_concentrations_0.06,0.0002226206
Perovskite_composition_a_ions_(n-C3H7NH3),0.00022134375
Perovskite_deposition_thermal_annealing_temperature_70.0 >> 130.0,0.00022036566
Perovskite_deposition_synthesis_atmosphere_Air >> Air,0.00021826867
HTL_deposition_reaction_solutions_compounds_CZTS-np,0.0002122664
Perovskite_deposition_solvents_supplier_-1,0.00020953985
Backcontact_deposition_thermal_annealing_temperature,0.00020920965
HTL_stack_sequence_NiO,0.00020735798
Perovskite_composition_a_ions_(PEA); (F5PEA); Cs; FA; MA,0.00020662934
Perovskite_composition_a_ions_coefficients_0.0664; 0.8668; 0.0664,0.00020453917
Perovskite_deposition_synthesis_atmosphere_Ambient,0.00019957406
Perovskite_composition_a_ions_coefficients_2; 39,0.00019926639
Perovskite_composition_long_form_Cs0.2FA0.8PbBr0.256I0.744,0.00019775362
Perovskite_composition_a_ions_Cs; FA,0.0001969639
Perovskite_composition_a_ions_coefficients_-1,0.00019586399
Perovskite_additives_concentrations_2.5 vol%,0.00019491834
Perovskite_composition_a_ions_coefficients_0.2; 0.6; 0.2,0.00019353544
Perovskite_composition_long_form_Cs0.25FA0.75PbBr0.6I2.4,0.0001920051
Perovskite_composition_a_ions_coefficients_0.1; 0.79; 0.16,0.0001912189
Perovskite_additives_compounds_MXene,0.00019044333
Perovskite_additives_concentrations_8 wt%,0.00019040349
Perovskite_additives_concentrations_3.6 vol%,0.0001875116
HTL_deposition_reaction_solutions_compounds_CZTS-np; hexanethiol,0.0001846398
Perovskite_composition_long_form_BA2MA4Pb5I16,0.0001833056
Perovskite_additives_concentrations_0.02,0.0001829287
Perovskite_additives_concentrations_3.3 vol%,0.0001801684
Perovskite_additives_concentrations_50 mM,0.00017697015
Perovskite_additives_compounds_IK,0.00017637202
Perovskite_deposition_thermal_annealing_temperature_70.0 >> 105.0,0.0001724575
ETL_surface_treatment_before_next_deposition_step_Wash with IPA,0.00017134183
HTL_deposition_thermal_annealing_temperature_100,0.00017088508
Perovskite_composition_assumption_-1,0.0001686636
Perovskite_deposition_quenching_media_mixing_ratios_1; 0.02,0.0001679147
Perovskite_deposition_solvents_supplier_Sigma Aldrich; Sigma Aldrich,0.00016748213
Perovskite_composition_assumption_XPS,0.0001651376
ETL_deposition_thermal_annealing_atmosphere_Air | Air,0.00016511157
Perovskite_composition_long_form_Cs0.0664FA0.666MA0.2668PbBr0.095I0.905,0.00016481781
Perovskite_deposition_thermal_annealing_temperature_110,0.00016409179
Perovskite_composition_a_ions_(PEA); Cs; FA; MA,0.00016324078
Perovskite_deposition_quenching_media_mixing_ratios_1; 0.06,0.00015699308
Perovskite_composition_long_form_Cs0.3FA0.6MA0.1PbBr0.095I0.905,0.00015658687
Perovskite_composition_a_ions_Cs,0.00015641516
HTL_deposition_solvents_Chlorobenzene,0.00015568167
Perovskite_additives_compounds_MAH2PO2,0.0001535471
Backcontact_deposition_synthesis_atmosphere_pressure_total_0.000001 mbar,0.00015254765
Perovskite_additives_concentrations_2 vol%,0.00014861106
Perovskite_additives_compounds_g-C3N4,0.0001482792
Perovskite_deposition_quenching_media_mixing_ratios_1; 0.10,0.00014694392
Perovskite_deposition_reaction_solutions_compounds_CsI; FAI; MABr; PbBr2; PbI2,0.00014621014
HTL_thickness_list_180,0.00014577668
Perovskite_additives_concentrations_3 vol%,0.00013266741
Perovskite_composition_a_ions_coefficients_2; 9,0.00013017574
Perovskite_additives_concentrations_3 mol%; 3 mol%,0.00012693125
Perovskite_deposition_thermal_annealing_time_30.0 >> 18.5,0.00012495085
Perovskite_deposition_solvents_acetonitrile; DMF; DMSO,0.00012448254
Backcontact_deposition_substrate_temperature,0.00012363523
Perovskite_additives_compounds_C5H9NO,0.00012251986
Perovskite_deposition_thermal_annealing_temperature_140,0.000120360965
Perovskite_deposition_reaction_solutions_concentrations_0.5 M; 0.75 M; 1 M,0.000119776916
Perovskite_composition_b_ions_coefficients_0.8; 0.2,0.00011809521
Perovskite_additives_concentrations_3.9 vol%,0.00011732692
ETL_surface_treatment_before_next_deposition_step_-1,0.00011661848
Perovskite_deposition_quenching_media_mixing_ratios_1; 0.01,0.00011644736
Perovskite_additives_concentrations_100 mM,0.00011425091
Perovskite_composition_b_ions_Ba; Pb,0.00011338558
HTL_thickness_list_200,0.0001122293
Perovskite_dimension_2D3D_mixture,0.0001107788
Perovskite_additives_concentrations_4.2 vol%,0.000108780274
Perovskite_composition_long_form_Cs0.17FA0.83PbBr0.3I0.7,0.00010852034
Perovskite_additives_compounds_2-ThMaBr,0.00010816656
Perovskite_composition_c_ions_coefficients_0.9; 2.1,0.00010797123
Perovskite_additives_concentrations_0.09,0.000107904416
Perovskite_deposition_solvents_mixing_ratios_4; 1; 1.66,0.00010432143
Perovskite_deposition_thermal_annealing_time_30.0 >> 15.0,0.00010118736
"Perovskite_additives_compounds_BrH,HI",9.910694e-05
"Perovskite_additives_compounds_CH3NO,MaCl",9.270803e-05
Perovskite_composition_c_ions_coefficients_1.2; 1.8,9.129779e-05
Perovskite_deposition_after_treatment_of_formed_perovskite_-1,9.019051e-05
Perovskite_deposition_thermal_annealing_time_30.0 >> 11.5,8.993866e-05
HTL_deposition_solvents_2-methoxyethanol,8.821891e-05
Perovskite_additives_compounds_C3N5,8.5534e-05
Perovskite_deposition_thermal_annealing_temperature_120,8.442721e-05
Perovskite_composition_c_ions_coefficients_0.48; 2.52,8.440112e-05
Perovskite_deposition_thermal_annealing_temperature_70.0 >> 170.0,8.2316015e-05
Perovskite_additives_concentrations_5 mg/ml,8.215796e-05
Perovskite_deposition_solvents_mixing_ratios_4; 1; 1,8.1789534e-05
HTL_deposition_reaction_solutions_age_-1,7.7883575e-05
Perovskite_composition_a_ions_coefficients_0.10; 0.75; 0.15,7.763099e-05
Perovskite_additives_concentrations_1 mg/ml; 5.2 mg/ml,7.7590674e-05
Perovskite_composition_a_ions_coefficients_0.5; 1.5; 3,7.628782e-05
Perovskite_composition_long_form_Cs0.0664FA0.666MA0.2668PbBr0.256I0.744,7.325194e-05
Perovskite_additives_compounds_C12F4N4,6.873163e-05
Perovskite_additives_concentrations_1 vol%,6.870665e-05
"Perovskite_additives_compounds_Ba,HI,BrH",6.84336e-05
Backcontact_deposition_reaction_solutions_compounds_Ag,6.193945e-05
Perovskite_deposition_quenching_media_mixing_ratios_1; 0.04,6.0401413e-05
Perovskite_deposition_solvents_mixing_ratios_4; 1; 1.425,5.1528248e-05
Perovskite_deposition_thermal_annealing_temperature_70.0 >> 150.0,4.866085e-05
"Perovskite_additives_compounds_C4H12BrN,RbI",4.6142723e-05
Perovskite_additives_compounds_C4H12BrN,4.465848e-05
Perovskite_additives_concentrations_0.005,4.37168e-05
Perovskite_additives_compounds_n-BABr,4.155618e-05
Perovskite_additives_compounds_C12H28BrN,3.7794536e-05
Perovskite_composition_long_form_MAPb0.95Sb0.05I3,3.75396e-05
Perovskite_thickness_330,3.7030066e-05
Perovskite_additives_concentrations_0.015,3.419395e-05
HTL_deposition_solvents_Toluene,3.1598505e-05
Perovskite_composition_c_ions_Br,2.3481192e-05
"Perovskite_additives_compounds_Cl2,MAH2PO2",1.9170295e-05
Perovskite_additives_concentrations_25 mM,1.8748042e-05
Perovskite_additives_concentrations_5 mol%; 3 mol%,1.6756523e-05
"Perovskite_additives_compounds_C8H20BrN,RbI",1.6476599e-05
Perovskite_composition_b_ions_coefficients_100,1.21419625e-05
Perovskite_composition_a_ions_coefficients_2; 99,8.223706e-06
Perovskite_additives_concentrations_0.012,7.836443e-06
Perovskite_composition_a_ions_coefficients_0.1; 0.6; 0.3,5.0535846e-06
Perovskite_deposition_procedure_Dipp-coating,3.5989335e-06
Perovskite_composition_a_ions_(F5PEA); Cs; FA; MA,2.2594702e-06
HTL_stack_sequence_PPDI | Spiro-MeOTAD,2.0901531e-07
Perovskite_deposition_reaction_solutions_temperature_25 >> 25,0.0
Perovskite_deposition_after_treatment_of_formed_perovskite_Washed with IPA,0.0
Perovskite_deposition_after_treatment_of_formed_perovskite_FABr treatment >> Rinse with 2-propanol >> Thermal annealing >> Slow cooling,0.0
Perovskite_deposition_reaction_solutions_temperature_25; 25,0.0
Perovskite_deposition_quenching_media_mixing_ratios_1,0.0
Perovskite_deposition_solvent_annealing_solvent_atmosphere_Vacuum,0.0
Perovskite_deposition_reaction_solutions_temperature_60; 25,0.0
Perovskite_deposition_reaction_solutions_temperature_25,0.0
Perovskite_deposition_solvent_annealing_solvent_atmosphere_-1,0.0
Perovskite_deposition_substrate_temperature_170,0.0
Perovskite_deposition_substrate_temperature_200,0.0
Perovskite_deposition_reaction_solutions_temperature_60,0.0
Perovskite_deposition_substrate_temperature_25 >> 25,0.0
Perovskite_deposition_substrate_temperature_25,0.0
Perovskite_deposition_quenching_media_Anisole,0.0
Perovskite_deposition_solvent_annealing_timing_Under,0.0
Perovskite_deposition_solvent_annealing_timing_After,0.0
Perovskite_deposition_solvent_annealing_timing_-1,0.0
Perovskite_deposition_thermal_annealing_pressure_1 atm | 1 atm,0.0
Perovskite_deposition_thermal_annealing_pressure_1 atm >> 1 atm,0.0
Perovskite_deposition_quenching_media_Ar,0.0
Perovskite_deposition_quenching_media_Chlorobenzene; IPA,0.0
Perovskite_deposition_quenching_media_Diethyl ether,0.0
Perovskite_deposition_quenching_media_Ethyl ether,0.0
Perovskite_deposition_quenching_media_Methyl acetate,0.0
Perovskite_deposition_quenching_media_Vacuum,0.0
Perovskite_deposition_quenching_media_mixing_ratios_-1,0.0
Perovskite_deposition_thermal_annealing_time_1.0 >> 15.0,0.0
Perovskite_deposition_thermal_annealing_temperature_100; 330,0.0
Perovskite_deposition_thermal_annealing_pressure_1 atm,0.0
